ID,T (generations),α (fertility),N (founders),B (blocks),d (deterministic),Grader threshold,N1,B1,N2,B2,N3,B3,N4,B4
1516,4,6,20,1000,1,0.5,100,96,90,70,10,5,,
1516,4,6,20,1000,1,0.75,100,96,76,61,10,5,,
1516,4,6,20,1000,1,1,98,95,43,35,0,0,,
1516,4,6,20,5000,1,0.5,100,96,83,65,10,6,,
1516,4,6,20,5000,1,0.75,100,96,70,56,0,0,,
1516,4,6,20,5000,1,1,100,96,43,36,0,0,,
1516,4,6,20,15000,1,0.5,100,96,96,77,20,12,,
1516,4,6,20,15000,1,0.75,100,96,83,68,0,0,,
1516,4,6,20,15000,1,1,100,96,76,64,0,0,,
1517,4,6,20,1000,1,0.5,98,94,80,63,0,0,,
1517,4,6,20,1000,1,0.75,96,92,60,48,0,0,,
1517,4,6,20,1000,1,1,93,89,30,24,0,0,,
1517,4,6,20,5000,1,0.5,100,95,86,70,20,8,,
1517,4,6,20,5000,1,0.75,98,94,76,63,0,0,,
1517,4,6,20,5000,1,1,96,92,63,53,0,0,,
1517,4,6,20,15000,1,0.5,100,95,96,78,30,15,,
1517,4,6,20,15000,1,0.75,100,95,80,67,0,0,,
1517,4,6,20,15000,1,1,97,93,70,59,0,0,,
1518,4,6,20,1000,1,0.5,96,92,90,72,10,5,,
1518,4,6,20,1000,1,0.75,95,91,80,65,0,0,,
1518,4,6,20,1000,1,1,92,88,50,41,0,0,,
1518,4,6,20,5000,1,0.5,97,93,86,69,10,4,,
1518,4,6,20,5000,1,0.75,97,93,80,64,0,0,,
1518,4,6,20,5000,1,1,93,90,56,46,0,0,,
1518,4,6,20,15000,1,0.5,97,93,86,70,20,9,,
1518,4,6,20,15000,1,0.75,97,93,83,67,0,0,,
1518,4,6,20,15000,1,1,93,90,53,43,0,0,,
1519,4,6,20,1000,1,0.5,100,95,86,69,10,6,,
1519,4,6,20,1000,1,0.75,100,95,70,57,0,0,,
1519,4,6,20,1000,1,1,96,92,36,31,0,0,,
1519,4,6,20,5000,1,0.5,100,95,90,71,20,10,,
1519,4,6,20,5000,1,0.75,100,95,66,54,0,0,,
1519,4,6,20,5000,1,1,97,93,50,41,0,0,,
1519,4,6,20,15000,1,0.5,100,95,93,73,20,11,,
1519,4,6,20,15000,1,0.75,100,95,70,57,0,0,,
1519,4,6,20,15000,1,1,97,93,40,33,0,0,,
1520,4,6,20,1000,1,0.5,93,88,73,58,10,4,,
1520,4,6,20,1000,1,0.75,92,87,46,37,0,0,,
1520,4,6,20,1000,1,1,86,83,26,22,0,0,,
1520,4,6,20,5000,1,0.5,95,90,73,57,0,0,,
1520,4,6,20,5000,1,0.75,95,90,50,40,0,0,,
1520,4,6,20,5000,1,1,88,85,20,16,0,0,,
1520,4,6,20,15000,1,0.5,95,90,66,53,10,5,,
1520,4,6,20,15000,1,0.75,95,90,53,43,0,0,,
1520,4,6,20,15000,1,1,88,85,20,16,0,0,,
1521,4,6,20,1000,1,0.5,97,93,80,60,10,5,,
1521,4,6,20,1000,1,0.75,97,93,63,49,0,0,,
1521,4,6,20,1000,1,1,94,91,33,27,0,0,,
1521,4,6,20,5000,1,0.5,100,95,96,75,20,9,,
1521,4,6,20,5000,1,0.75,100,95,73,59,0,0,,
1521,4,6,20,5000,1,1,95,92,46,39,0,0,,
1521,4,6,20,15000,1,0.5,97,93,93,73,10,5,,
1521,4,6,20,15000,1,0.75,97,93,76,61,10,5,,
1521,4,6,20,15000,1,1,95,92,56,46,0,0,,
1522,4,6,20,1000,1,0.5,97,93,83,65,0,0,,
1522,4,6,20,1000,1,0.75,96,92,56,46,0,0,,
1522,4,6,20,1000,1,1,88,85,33,28,0,0,,
1522,4,6,20,5000,1,0.5,96,92,96,78,50,24,,
1522,4,6,20,5000,1,0.75,96,92,76,63,0,0,,
1522,4,6,20,5000,1,1,94,90,56,47,0,0,,
1522,4,6,20,15000,1,0.5,97,93,83,66,0,0,,
1522,4,6,20,15000,1,0.75,97,93,73,59,0,0,,
1522,4,6,20,15000,1,1,91,87,43,35,0,0,,
1523,4,6,20,1000,1,0.5,98,94,80,63,0,0,,
1523,4,6,20,1000,1,0.75,96,93,66,54,0,0,,
1523,4,6,20,1000,1,1,93,89,33,27,0,0,,
1523,4,6,20,5000,1,0.5,97,94,90,69,20,11,,
1523,4,6,20,5000,1,0.75,97,94,80,63,10,5,,
1523,4,6,20,5000,1,1,97,94,43,36,0,0,,
1523,4,6,20,15000,1,0.5,97,94,93,73,0,0,,
1523,4,6,20,15000,1,0.75,97,94,83,65,0,0,,
1523,4,6,20,15000,1,1,97,94,50,41,0,0,,
1524,4,6,20,1000,1,0.5,100,95,83,65,0,0,,
1524,4,6,20,1000,1,0.75,97,93,63,50,0,0,,
1524,4,6,20,1000,1,1,95,91,30,24,0,0,,
1524,4,6,20,5000,1,0.5,97,93,83,65,30,15,,
1524,4,6,20,5000,1,0.75,97,93,70,56,0,0,,
1524,4,6,20,5000,1,1,95,91,36,30,0,0,,
1524,4,6,20,15000,1,0.5,97,93,73,58,0,0,,
1524,4,6,20,15000,1,0.75,97,93,66,53,0,0,,
1524,4,6,20,15000,1,1,95,91,36,29,0,0,,
1525,4,6,20,1000,1,0.5,98,95,86,68,10,4,,
1525,4,6,20,1000,1,0.75,98,95,70,56,0,0,,
1525,4,6,20,1000,1,1,95,92,30,24,0,0,,
1525,4,6,20,5000,1,0.5,100,96,93,76,30,13,,
1525,4,6,20,5000,1,0.75,100,96,86,71,0,0,,
1525,4,6,20,5000,1,1,97,94,70,58,0,0,,
1525,4,6,20,15000,1,0.5,100,96,90,74,10,4,,
1525,4,6,20,15000,1,0.75,100,96,83,69,0,0,,
1525,4,6,20,15000,1,1,97,94,73,62,0,0,,
1526,4,6,20,1000,0,0.5,94,89,64,45,20,6,,
1526,4,6,20,1000,0,0.75,89,85,32,25,0,0,,
1526,4,6,20,1000,0,1,82,79,8,6,0,0,,
1526,4,6,20,5000,0,0.5,94,89,64,49,10,4,,
1526,4,6,20,5000,0,0.75,92,87,36,27,0,0,,
1526,4,6,20,5000,0,1,89,85,16,11,0,0,,
1526,4,6,20,15000,0,0.5,94,89,64,45,10,3,,
1526,4,6,20,15000,0,0.75,92,87,32,23,0,0,,
1526,4,6,20,15000,0,1,89,85,8,4,0,0,,
1527,4,6,20,1000,0,0.5,84,78,56,41,0,0,,
1527,4,6,20,1000,0,0.75,77,72,21,17,0,0,,
1527,4,6,20,1000,0,1,70,66,0,0,0,0,,
1527,4,6,20,5000,0,0.5,86,80,59,43,0,0,,
1527,4,6,20,5000,0,0.75,81,76,12,10,0,0,,
1527,4,6,20,5000,0,1,76,72,3,2,0,0,,
1527,4,6,20,15000,0,0.5,86,80,53,39,0,0,,
1527,4,6,20,15000,0,0.75,81,76,9,7,0,0,,
1527,4,6,20,15000,0,1,77,73,0,0,0,0,,
1528,4,6,20,1000,0,0.5,92,87,59,45,0,0,,
1528,4,6,20,1000,0,0.75,89,84,40,32,0,0,,
1528,4,6,20,1000,0,1,84,80,11,8,0,0,,
1528,4,6,20,5000,0,0.5,92,87,66,49,20,8,,
1528,4,6,20,5000,0,0.75,90,85,44,35,0,0,,
1528,4,6,20,5000,0,1,86,82,11,8,0,0,,
1528,4,6,20,15000,0,0.5,92,87,59,43,0,0,,
1528,4,6,20,15000,0,0.75,89,84,25,20,0,0,,
1528,4,6,20,15000,0,1,84,80,11,9,0,0,,
1529,4,6,20,1000,0,0.5,90,85,53,38,0,0,,
1529,4,6,20,1000,0,0.75,87,82,23,17,0,0,,
1529,4,6,20,1000,0,1,81,78,10,7,0,0,,
1529,4,6,20,5000,0,0.5,91,86,60,43,10,4,,
1529,4,6,20,5000,0,0.75,89,85,23,16,0,0,,
1529,4,6,20,5000,0,1,86,82,13,9,0,0,,
1529,4,6,20,15000,0,0.5,90,85,63,47,20,9,,
1529,4,6,20,15000,0,0.75,87,83,26,20,0,0,,
1529,4,6,20,15000,0,1,85,81,20,14,0,0,,
1530,4,6,20,1000,0,0.5,87,80,55,41,20,9,,
1530,4,6,20,1000,0,0.75,82,76,6,6,0,0,,
1530,4,6,20,1000,0,1,74,69,3,2,0,0,,
1530,4,6,20,5000,0,0.5,87,80,62,46,30,13,,
1530,4,6,20,5000,0,0.75,82,76,20,15,0,0,,
1530,4,6,20,5000,0,1,76,72,3,2,0,0,,
1530,4,6,20,15000,0,0.5,86,80,55,40,10,4,,
1530,4,6,20,15000,0,0.75,83,77,10,8,0,0,,
1530,4,6,20,15000,0,1,78,73,3,3,0,0,,
1531,4,6,20,1000,0,0.5,93,89,63,43,0,0,,
1531,4,6,20,1000,0,0.75,90,86,36,27,0,0,,
1531,4,6,20,1000,0,1,89,85,13,8,0,0,,
1531,4,6,20,5000,0,0.5,92,88,70,49,0,0,,
1531,4,6,20,5000,0,0.75,92,88,40,28,0,0,,
1531,4,6,20,5000,0,1,90,86,23,15,0,0,,
1531,4,6,20,15000,0,0.5,92,88,86,60,10,3,,
1531,4,6,20,15000,0,0.75,92,88,43,32,0,0,,
1531,4,6,20,15000,0,1,90,86,23,18,0,0,,
1532,4,6,20,1000,0,0.5,96,91,65,48,0,0,,
1532,4,6,20,1000,0,0.75,96,91,46,34,0,0,,
1532,4,6,20,1000,0,1,91,87,15,10,0,0,,
1532,4,6,20,5000,0,0.5,96,91,73,54,0,0,,
1532,4,6,20,5000,0,0.75,96,91,50,38,0,0,,
1532,4,6,20,5000,0,1,91,87,15,10,0,0,,
1532,4,6,20,15000,0,0.5,96,91,84,64,10,2,,
1532,4,6,20,15000,0,0.75,96,91,57,45,0,0,,
1532,4,6,20,15000,0,1,93,89,26,20,0,0,,
1533,4,6,20,1000,0,0.5,94,87,60,46,10,5,,
1533,4,6,20,1000,0,0.75,90,84,30,24,0,0,,
1533,4,6,20,1000,0,1,84,79,6,5,0,0,,
1533,4,6,20,5000,0,0.5,94,87,66,54,20,9,,
1533,4,6,20,5000,0,0.75,89,83,50,40,0,0,,
1533,4,6,20,5000,0,1,84,80,13,10,0,0,,
1533,4,6,20,15000,0,0.5,94,87,70,52,10,5,,
1533,4,6,20,15000,0,0.75,90,84,36,29,0,0,,
1533,4,6,20,15000,0,1,84,80,16,12,0,0,,
1534,4,6,20,1000,0,0.5,88,84,53,37,10,6,,
1534,4,6,20,1000,0,0.75,86,82,10,7,0,0,,
1534,4,6,20,1000,0,1,82,78,0,0,0,0,,
1534,4,6,20,5000,0,0.5,90,85,69,48,0,0,,
1534,4,6,20,5000,0,0.75,89,85,35,26,0,0,,
1534,4,6,20,5000,0,1,87,83,5,3,0,0,,
1534,4,6,20,15000,0,0.5,90,85,66,46,0,0,,
1534,4,6,20,15000,0,0.75,89,85,28,21,0,0,,
1534,4,6,20,15000,0,1,87,83,0,0,0,0,,
1535,4,6,20,1000,0,0.5,90,85,55,39,10,5,,
1535,4,6,20,1000,0,0.75,90,85,34,26,0,0,,
1535,4,6,20,1000,0,1,90,85,17,12,0,0,,
1535,4,6,20,5000,0,0.5,90,85,55,40,0,0,,
1535,4,6,20,5000,0,0.75,89,84,41,31,0,0,,
1535,4,6,20,5000,0,1,87,83,13,9,0,0,,
1535,4,6,20,15000,0,0.5,90,85,58,44,10,4,,
1535,4,6,20,15000,0,0.75,90,85,34,26,0,0,,
1535,4,6,20,15000,0,1,90,85,17,12,0,0,,
1536,4,6,20,1000,0,0.5,93,87,68,48,10,3,,
1536,4,6,20,1000,0,0.75,92,87,22,16,0,0,,
1536,4,6,20,1000,0,1,87,82,5,3,0,0,,
1536,4,6,20,5000,0,0.5,94,88,68,47,0,0,,
1536,4,6,20,5000,0,0.75,93,87,25,20,0,0,,
1536,4,6,20,5000,0,1,89,84,11,9,0,0,,
1536,4,6,20,15000,0,0.5,94,88,62,44,10,3,,
1536,4,6,20,15000,0,0.75,94,88,31,23,0,0,,
1536,4,6,20,15000,0,1,90,85,8,6,0,0,,
1537,4,6,20,1000,0,0.5,91,86,65,48,10,2,,
1537,4,6,20,1000,0,0.75,87,84,41,31,0,0,,
1537,4,6,20,1000,0,1,83,79,6,4,0,0,,
1537,4,6,20,5000,0,0.5,92,87,65,52,20,8,,
1537,4,6,20,5000,0,0.75,91,86,44,37,0,0,,
1537,4,6,20,5000,0,1,90,85,20,16,0,0,,
1537,4,6,20,15000,0,0.5,91,86,72,54,10,3,,
1537,4,6,20,15000,0,0.75,89,84,41,32,0,0,,
1537,4,6,20,15000,0,1,87,84,34,26,0,0,,
1538,4,6,20,1000,0,0.5,94,88,55,42,0,0,,
1538,4,6,20,1000,0,0.75,92,87,22,18,0,0,,
1538,4,6,20,1000,0,1,82,77,2,2,0,0,,
1538,4,6,20,5000,0,0.5,94,88,72,53,0,0,,
1538,4,6,20,5000,0,0.75,94,88,38,30,0,0,,
1538,4,6,20,5000,0,1,91,86,11,8,0,0,,
1538,4,6,20,15000,0,0.5,94,88,63,47,0,0,,
1538,4,6,20,15000,0,0.75,94,88,36,29,0,0,,
1538,4,6,20,15000,0,1,91,86,11,8,0,0,,
1539,4,6,20,1000,0,0.5,93,87,40,30,0,0,,
1539,4,6,20,1000,0,0.75,86,82,7,4,0,0,,
1539,4,6,20,1000,0,1,84,80,0,0,0,0,,
1539,4,6,20,5000,0,0.5,92,86,59,45,0,0,,
1539,4,6,20,5000,0,0.75,87,83,29,23,0,0,,
1539,4,6,20,5000,0,1,87,83,11,8,0,0,,
1539,4,6,20,15000,0,0.5,93,87,55,42,20,8,,
1539,4,6,20,15000,0,0.75,90,85,18,14,0,0,,
1539,4,6,20,15000,0,1,88,84,3,3,0,0,,
1540,4,6,20,1000,0,0.5,91,85,56,44,0,0,,
1540,4,6,20,1000,0,0.75,89,84,25,20,0,0,,
1540,4,6,20,1000,0,1,86,81,3,2,0,0,,
1540,4,6,20,5000,0,0.5,92,86,65,50,10,7,,
1540,4,6,20,5000,0,0.75,91,85,37,29,0,0,,
1540,4,6,20,5000,0,1,89,84,18,14,0,0,,
1540,4,6,20,15000,0,0.5,92,86,56,42,0,0,,
1540,4,6,20,15000,0,0.75,90,85,28,23,0,0,,
1540,4,6,20,15000,0,1,89,84,21,17,0,0,,
1541,4,6,20,1000,0,0.5,88,83,73,53,10,2,,
1541,4,6,20,1000,0,0.75,88,83,30,22,0,0,,
1541,4,6,20,1000,0,1,82,78,13,10,0,0,,
1541,4,6,20,5000,0,0.5,91,86,73,54,10,3,,
1541,4,6,20,5000,0,0.75,91,86,36,27,0,0,,
1541,4,6,20,5000,0,1,89,84,10,7,0,0,,
1541,4,6,20,15000,0,0.5,90,85,73,54,10,4,,
1541,4,6,20,15000,0,0.75,89,84,43,33,0,0,,
1541,4,6,20,15000,0,1,89,84,23,17,0,0,,
1542,4,6,20,1000,0,0.5,92,86,66,44,0,0,,
1542,4,6,20,1000,0,0.75,86,82,29,20,0,0,,
1542,4,6,20,1000,0,1,85,81,14,10,0,0,,
1542,4,6,20,5000,0,0.5,91,85,74,53,11,6,,
1542,4,6,20,5000,0,0.75,86,82,33,25,0,0,,
1542,4,6,20,5000,0,1,86,82,3,3,0,0,,
1542,4,6,20,15000,0,0.5,94,88,62,44,11,3,,
1542,4,6,20,15000,0,0.75,89,84,29,20,0,0,,
1542,4,6,20,15000,0,1,88,83,7,4,0,0,,
1543,4,6,20,1000,0,0.5,94,88,66,51,20,10,,
1543,4,6,20,1000,0,0.75,90,86,46,37,0,0,,
1543,4,6,20,1000,0,1,87,82,13,10,0,0,,
1543,4,6,20,5000,0,0.5,94,88,80,61,10,4,,
1543,4,6,20,5000,0,0.75,94,88,60,47,0,0,,
1543,4,6,20,5000,0,1,93,87,33,26,0,0,,
1543,4,6,20,15000,0,0.5,94,88,76,57,20,9,,
1543,4,6,20,15000,0,0.75,94,88,46,37,10,3,,
1543,4,6,20,15000,0,1,93,87,26,21,0,0,,
1544,4,6,20,1000,0,0.5,94,87,60,48,20,8,,
1544,4,6,20,1000,0,0.75,90,84,30,24,0,0,,
1544,4,6,20,1000,0,1,86,80,15,11,0,0,,
1544,4,6,20,5000,0,0.5,93,86,51,39,0,0,,
1544,4,6,20,5000,0,0.75,91,85,30,23,0,0,,
1544,4,6,20,5000,0,1,89,83,18,13,0,0,,
1544,4,6,20,15000,0,0.5,93,86,69,53,0,0,,
1544,4,6,20,15000,0,0.75,91,85,48,38,0,0,,
1544,4,6,20,15000,0,1,89,83,24,17,0,0,,
1545,4,6,20,1000,0,0.5,90,84,53,39,11,9,,
1545,4,6,20,1000,0,0.75,85,79,17,13,0,0,,
1545,4,6,20,1000,0,1,81,76,2,2,0,0,,
1545,4,6,20,5000,0,0.5,91,84,58,43,0,0,,
1545,4,6,20,5000,0,0.75,87,81,19,16,0,0,,
1545,4,6,20,5000,0,1,85,80,2,1,0,0,,
1545,4,6,20,15000,0,0.5,90,84,65,50,11,3,,
1545,4,6,20,15000,0,0.75,87,81,36,29,0,0,,
1545,4,6,20,15000,0,1,85,80,12,8,0,0,,
1546,4,6,20,1000,0,0.5,91,86,55,42,10,6,,
1546,4,6,20,1000,0,0.75,89,84,29,24,0,0,,
1546,4,6,20,1000,0,1,84,80,0,0,0,0,,
1546,4,6,20,5000,0,0.5,91,86,77,61,20,10,,
1546,4,6,20,5000,0,0.75,90,85,59,48,0,0,,
1546,4,6,20,5000,0,1,87,83,29,23,0,0,,
1546,4,6,20,15000,0,0.5,91,86,85,65,20,9,,
1546,4,6,20,15000,0,0.75,90,85,59,47,0,0,,
1546,4,6,20,15000,0,1,87,83,18,13,0,0,,
1547,4,6,20,1000,0,0.5,98,91,76,55,10,2,,
1547,4,6,20,1000,0,0.75,95,89,40,32,0,0,,
1547,4,6,20,1000,0,1,91,85,20,16,0,0,,
1547,4,6,20,5000,0,0.5,98,91,72,54,10,2,,
1547,4,6,20,5000,0,0.75,95,89,44,34,0,0,,
1547,4,6,20,5000,0,1,90,85,24,18,0,0,,
1547,4,6,20,15000,0,0.5,98,91,76,56,20,7,,
1547,4,6,20,15000,0,0.75,97,90,52,40,0,0,,
1547,4,6,20,15000,0,1,93,87,36,27,0,0,,
1548,4,6,20,1000,0,0.5,89,84,62,44,0,0,,
1548,4,6,20,1000,0,0.75,82,77,25,18,0,0,,
1548,4,6,20,1000,0,1,74,70,7,5,0,0,,
1548,4,6,20,5000,0,0.5,89,84,59,42,0,0,,
1548,4,6,20,5000,0,0.75,87,82,29,20,0,0,,
1548,4,6,20,5000,0,1,87,82,7,4,0,0,,
1548,4,6,20,15000,0,0.5,89,84,55,39,20,6,,
1548,4,6,20,15000,0,0.75,87,82,37,27,0,0,,
1548,4,6,20,15000,0,1,85,81,18,13,0,0,,
1549,4,6,20,1000,0,0.5,93,88,54,39,0,0,,
1549,4,6,20,1000,0,0.75,89,85,25,19,0,0,,
1549,4,6,20,1000,0,1,73,70,2,1,0,0,,
1549,4,6,20,5000,0,0.5,93,88,60,45,0,0,,
1549,4,6,20,5000,0,0.75,90,86,40,32,0,0,,
1549,4,6,20,5000,0,1,88,84,20,15,0,0,,
1549,4,6,20,15000,0,0.5,93,88,60,45,10,4,,
1549,4,6,20,15000,0,0.75,90,86,37,28,0,0,,
1549,4,6,20,15000,0,1,88,84,28,21,0,0,,
1550,4,6,20,1000,0,0.5,92,87,62,42,20,9,,
1550,4,6,20,1000,0,0.75,90,85,31,23,0,0,,
1550,4,6,20,1000,0,1,83,79,8,6,0,0,,
1550,4,6,20,5000,0,0.5,90,85,77,54,20,7,,
1550,4,6,20,5000,0,0.75,90,85,31,24,0,0,,
1550,4,6,20,5000,0,1,89,85,22,17,0,0,,
1550,4,6,20,15000,0,0.5,90,85,77,54,0,0,,
1550,4,6,20,15000,0,0.75,90,85,42,31,0,0,,
1550,4,6,20,15000,0,1,87,83,14,10,0,0,,
1551,4,6,50,1000,1,0.5,100,97,97,80,28,14,,
1551,4,6,50,1000,1,0.75,100,97,92,77,0,0,,
1551,4,6,50,1000,1,1,96,93,50,43,0,0,,
1551,4,6,50,5000,1,0.5,100,97,98,82,24,12,,
1551,4,6,50,5000,1,0.75,100,97,90,77,4,2,,
1551,4,6,50,5000,1,1,100,97,74,64,0,0,,
1551,4,6,50,15000,1,0.5,100,97,100,84,32,18,,
1551,4,6,50,15000,1,0.75,100,97,94,80,4,2,,
1551,4,6,50,15000,1,1,100,97,86,74,0,0,,
1552,4,6,50,1000,1,0.5,100,97,100,83,28,15,,
1552,4,6,50,1000,1,0.75,99,96,90,76,4,2,,
1552,4,6,50,1000,1,1,97,95,62,54,0,0,,
1552,4,6,50,5000,1,0.5,100,97,98,84,32,18,,
1552,4,6,50,5000,1,0.75,100,97,96,82,20,12,,
1552,4,6,50,5000,1,1,99,96,86,74,0,0,,
1552,4,6,50,15000,1,0.5,100,97,100,85,28,16,,
1552,4,6,50,15000,1,0.75,100,97,97,83,20,12,,
1552,4,6,50,15000,1,1,99,96,89,77,4,2,,
1553,4,6,50,1000,1,0.5,100,97,100,83,12,6,,
1553,4,6,50,1000,1,0.75,100,97,94,79,8,4,,
1553,4,6,50,1000,1,1,96,93,54,47,0,0,,
1553,4,6,50,5000,1,0.5,100,97,98,84,16,8,,
1553,4,6,50,5000,1,0.75,100,97,97,83,8,4,,
1553,4,6,50,5000,1,1,97,95,88,75,4,2,,
1553,4,6,50,15000,1,0.5,100,97,97,83,16,8,,
1553,4,6,50,15000,1,0.75,100,97,97,83,8,4,,
1553,4,6,50,15000,1,1,97,95,90,78,4,2,,
1554,4,6,50,1000,1,0.5,100,97,100,83,28,15,,
1554,4,6,50,1000,1,0.75,100,97,92,78,8,5,,
1554,4,6,50,1000,1,1,96,94,62,54,0,0,,
1554,4,6,50,5000,1,0.5,100,97,100,85,28,14,,
1554,4,6,50,5000,1,0.75,100,97,100,85,4,2,,
1554,4,6,50,5000,1,1,99,96,88,76,0,0,,
1554,4,6,50,15000,1,0.5,100,97,98,84,28,15,,
1554,4,6,50,15000,1,0.75,100,97,96,82,8,4,,
1554,4,6,50,15000,1,1,99,96,82,71,4,2,,
1555,4,6,50,1000,1,0.5,100,97,100,84,28,15,,
1555,4,6,50,1000,1,0.75,100,97,96,81,8,4,,
1555,4,6,50,1000,1,1,98,96,61,53,0,0,,
1555,4,6,50,5000,1,0.5,100,97,100,86,28,15,,
1555,4,6,50,5000,1,0.75,100,97,100,86,12,7,,
1555,4,6,50,5000,1,1,100,97,97,84,8,5,,
1555,4,6,50,15000,1,0.5,100,97,100,86,32,17,,
1555,4,6,50,15000,1,0.75,100,97,100,86,20,11,,
1555,4,6,50,15000,1,1,100,97,97,84,8,5,,
1556,4,6,50,1000,1,0.5,100,97,100,84,28,16,,
1556,4,6,50,1000,1,0.75,100,97,98,83,12,7,,
1556,4,6,50,1000,1,1,98,95,69,60,0,0,,
1556,4,6,50,5000,1,0.5,100,97,100,85,32,18,,
1556,4,6,50,5000,1,0.75,100,97,98,84,16,10,,
1556,4,6,50,5000,1,1,100,97,94,81,12,8,,
1556,4,6,50,15000,1,0.5,100,97,100,85,16,9,,
1556,4,6,50,15000,1,0.75,100,97,98,84,8,5,,
1556,4,6,50,15000,1,1,100,97,89,76,8,5,,
1557,4,6,50,1000,1,0.5,99,97,100,84,24,12,,
1557,4,6,50,1000,1,0.75,99,96,93,79,8,4,,
1557,4,6,50,1000,1,1,96,94,61,53,0,0,,
1557,4,6,50,5000,1,0.5,100,97,100,86,28,15,,
1557,4,6,50,5000,1,0.75,100,97,97,84,20,12,,
1557,4,6,50,5000,1,1,100,97,92,79,4,2,,
1557,4,6,50,15000,1,0.5,100,97,100,86,32,17,,
1557,4,6,50,15000,1,0.75,100,97,100,86,16,9,,
1557,4,6,50,15000,1,1,100,97,97,84,12,7,,
1558,4,6,50,1000,1,0.5,100,97,94,79,12,6,,
1558,4,6,50,1000,1,0.75,100,97,89,75,4,2,,
1558,4,6,50,1000,1,1,97,95,66,57,0,0,,
1558,4,6,50,5000,1,0.5,100,97,98,83,16,8,,
1558,4,6,50,5000,1,0.75,100,97,94,81,8,4,,
1558,4,6,50,5000,1,1,98,95,86,74,4,2,,
1558,4,6,50,15000,1,0.5,100,97,98,83,16,9,,
1558,4,6,50,15000,1,0.75,100,97,93,80,12,7,,
1558,4,6,50,15000,1,1,98,95,86,74,4,2,,
1559,4,6,50,1000,1,0.5,100,97,96,79,20,11,,
1559,4,6,50,1000,1,0.75,100,97,84,70,0,0,,
1559,4,6,50,1000,1,1,96,94,53,45,0,0,,
1559,4,6,50,5000,1,0.5,100,97,98,83,32,18,,
1559,4,6,50,5000,1,0.75,100,97,92,78,4,2,,
1559,4,6,50,5000,1,1,99,96,74,64,0,0,,
1559,4,6,50,15000,1,0.5,100,97,93,79,20,12,,
1559,4,6,50,15000,1,0.75,100,97,92,78,12,7,,
1559,4,6,50,15000,1,1,97,95,84,71,4,2,,
1560,4,6,50,1000,1,0.5,100,97,98,82,20,10,,
1560,4,6,50,1000,1,0.75,100,97,92,77,4,2,,
1560,4,6,50,1000,1,1,98,95,68,57,0,0,,
1560,4,6,50,5000,1,0.5,100,97,97,82,20,12,,
1560,4,6,50,5000,1,0.75,100,97,96,81,8,5,,
1560,4,6,50,5000,1,1,99,96,84,71,4,2,,
1560,4,6,50,15000,1,0.5,100,97,98,83,24,13,,
1560,4,6,50,15000,1,0.75,100,97,94,80,4,2,,
1560,4,6,50,15000,1,1,99,96,85,72,4,2,,
1561,4,6,50,1000,1,0.5,100,97,97,81,24,13,,
1561,4,6,50,1000,1,0.75,99,96,89,75,8,4,,
1561,4,6,50,1000,1,1,96,93,56,48,0,0,,
1561,4,6,50,5000,1,0.5,100,97,98,85,24,12,,
1561,4,6,50,5000,1,0.75,100,97,96,82,4,2,,
1561,4,6,50,5000,1,1,98,95,81,70,0,0,,
1561,4,6,50,15000,1,0.5,100,97,100,85,28,15,,
1561,4,6,50,15000,1,0.75,100,97,98,84,8,4,,
1561,4,6,50,15000,1,1,99,96,82,71,0,0,,
1562,4,6,50,1000,1,0.5,100,97,100,84,24,13,,
1562,4,6,50,1000,1,0.75,100,97,97,83,8,4,,
1562,4,6,50,1000,1,1,97,95,69,60,0,0,,
1562,4,6,50,5000,1,0.5,100,97,100,86,24,13,,
1562,4,6,50,5000,1,0.75,100,97,98,85,16,9,,
1562,4,6,50,5000,1,1,100,97,94,82,8,5,,
1562,4,6,50,15000,1,0.5,100,97,100,85,28,15,,
1562,4,6,50,15000,1,0.75,100,97,97,84,12,7,,
1562,4,6,50,15000,1,1,100,97,92,79,8,5,,
1563,4,6,50,1000,1,0.5,99,96,97,83,32,18,,
1563,4,6,50,1000,1,0.75,99,96,94,80,12,8,,
1563,4,6,50,1000,1,1,96,93,57,50,0,0,,
1563,4,6,50,5000,1,0.5,99,96,96,82,20,11,,
1563,4,6,50,5000,1,0.75,99,96,93,80,4,2,,
1563,4,6,50,5000,1,1,99,96,81,71,0,0,,
1563,4,6,50,15000,1,0.5,99,96,94,81,36,20,,
1563,4,6,50,15000,1,0.75,99,96,93,80,16,10,,
1563,4,6,50,15000,1,1,99,96,82,72,4,2,,
1564,4,6,50,1000,1,0.5,100,97,97,80,16,9,,
1564,4,6,50,1000,1,0.75,99,96,90,75,4,2,,
1564,4,6,50,1000,1,1,96,93,42,36,0,0,,
1564,4,6,50,5000,1,0.5,100,97,98,84,36,20,,
1564,4,6,50,5000,1,0.75,100,97,96,82,16,9,,
1564,4,6,50,5000,1,1,100,97,89,76,0,0,,
1564,4,6,50,15000,1,0.5,100,97,100,85,36,19,,
1564,4,6,50,15000,1,0.75,100,97,97,83,12,7,,
1564,4,6,50,15000,1,1,100,97,88,75,0,0,,
1565,4,6,50,1000,1,0.5,99,96,96,81,12,6,,
1565,4,6,50,1000,1,0.75,98,96,90,77,0,0,,
1565,4,6,50,1000,1,1,95,93,61,53,0,0,,
